circuit,variant,p,algorithm,input_tcount,output_tcount,total_exec_ms,total_exec_s,overall_exec_s,pairs_tested,sketch_filtered,sketch_skip_reuse,full_after_sketch,full_after_sketch_rate_pct,filtered_miss,nullspace_runs,rebuild_count,local_add_count,basis_update_count,basis_reuse_rate_pct,aa_ms,sketch_ms,sketch_build_ms,sketch_basis_ms,sketch_mem_ms,sketch_other_ms,chi_update_ms,basis_work_ms,nullspace_ms,sketch_rej_rate_pct,avg_sketch_rows,avg_sketch_basis,avg_affected_rows,avg_active_rows,reuse_mem_reject,reuse_ns_runs,reuse_no_pair_y,reuse_no_reduce,reuse_reduced,reuse_mem_rej_rate_pct,reuse_no_red_rate_pct,fail_count,outfile
gf2^10_mult.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,410,350,202830,202.830,214.355,63932,58277,0,5655,8.845,5634,21,5655,0,5655,0.000,1.063,162061,14064.7,43893.6,0.029,104103,39939.3,39939.3,58.234,91.1547,4730.91,342.353,0,19446.9,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
gf2^10_mult.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,410,350,197457,197.457,208.944,63932,60235,0,3697,5.783,3676,21,2628,1069,3697,28.915,1.073,179355,13989.4,44790,0.026,120576,17314.7,17314.7,56.934,94.2173,5458.77,343.738,14819,17455,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
gf2^10_mult.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,410,350,205776,205.776,217.208,63932,60235,0,3697,5.783,3676,21,3697,0,3697,0.000,1.044,179771,14061.5,44878.2,0.025,120831,25222.1,25222.1,56.729,94.2173,5458.77,343.738,0,17455,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
gf2^10_mult.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,410,350,230336,230.336,241.914,63932,62408,0,1524,2.384,1503,21,1001,523,1524,34.318,1.405,223179,14043.1,46774.3,0.028,162361,6183.87,6183.87,68.26,97.6162,7278.05,345.615,12699,13308.2,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
gf2^10_mult.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,410,350,233227,233.227,244.679,63932,62408,0,1524,2.384,1503,21,1524,0,1524,0.000,1.082,222955,14010.5,46640.3,0.031,162304,9540.18,9540.18,55.374,97.6162,7278.05,345.615,0,13308.2,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
gf2^10_mult.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,410,350,269069,269.069,280.476,63932,63229,0,703,1.100,682,21,443,260,703,36.984,1.059,265788,14144.3,48117.1,0.029,203526,2574.22,2574.22,56.423,98.9004,9097.55,346.53,11381.2,10724.9,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
gf2^10_mult.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,410,350,270967,270.967,282.517,63932,63229,0,703,1.100,682,21,703,0,703,0.000,1.148,266001,13989,48200.2,0.013,203812,4218.54,4218.54,58.988,98.9004,9097.55,346.53,0,10724.9,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
gf2^10_mult.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,410,350,310920,310.920,322.323,63932,63503,0,429,0.671,408,21,271,158,429,36.830,1.08,308702,13999.9,49531.9,0.022,245170,1509.97,1509.97,57.147,99.329,10916.9,347.074,10048.8,9119.69,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
gf2^10_mult.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,410,350,312059,312.059,323.437,63932,63503,0,429,0.671,408,21,429,0,429,0.000,1.057,308864,13991.6,49668.8,0.02,245204,2491.94,2491.94,57.96,99.329,10916.9,347.074,0,9119.69,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^10_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
gf2^16_mult.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,1040,940,95657044,95657.044,95819.5,1237449,,,1237449,100.000,1237400,49,1171726,65723,1237449,5.311,8.254,,,,,,9.55132e+07,9.55132e+07,4682.63,,,,69432.2,107552,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260619_084626/logs/gf2^16_mult_lx2_dynamic_repair_chi_packed_aa.out
