circuit,variant,p,algorithm,input_tcount,output_tcount,total_exec_ms,total_exec_s,overall_exec_s,pairs_tested,sketch_filtered,sketch_skip_reuse,full_after_sketch,full_after_sketch_rate_pct,filtered_miss,nullspace_runs,rebuild_count,local_add_count,basis_update_count,basis_reuse_rate_pct,aa_ms,sketch_ms,sketch_build_ms,sketch_basis_ms,sketch_mem_ms,sketch_other_ms,chi_update_ms,basis_work_ms,nullspace_ms,sketch_rej_rate_pct,avg_sketch_rows,avg_sketch_basis,avg_affected_rows,avg_active_rows,reuse_mem_reject,reuse_ns_runs,reuse_no_pair_y,reuse_no_reduce,reuse_reduced,reuse_mem_rej_rate_pct,reuse_no_red_rate_pct,fail_count,outfile
barenco_tof_3.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,16,14,2,0.002,0.004371,116,,,116,100.000,115,1,70,46,116,39.655,0.008,,,,,,2.666,2.666,0.037,,,,207.843,347.793,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa.out
barenco_tof_3.tfc,reuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_3,16,14,3,0.003,0.005238,116,28,0,88,75.862,87,1,61,27,88,30.682,0.013,1.067,0.528,0.001,0,0.538,2.388,2.388,0.039,24.1379,14.7586,6.82759,243.184,358.227,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_3.out
barenco_tof_3.tfc,noreuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3,16,14,4,0.004,0.00574,116,28,0,88,75.862,87,1,88,0,88,0.000,0.011,1.074,0.53,0.001,0,0.543,2.901,2.901,0.05,24.1379,14.7586,6.82759,0,358.227,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3.out
barenco_tof_3.tfc,reuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_5,16,14,3,0.003,0.004694,116,45,0,71,61.207,70,1,46,25,71,35.211,0.013,1.241,0.534,0.02,0,0.687,1.708,1.708,0.039,38.7931,19.4828,7.75862,230.571,330.817,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_5.out
barenco_tof_3.tfc,noreuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5,16,14,3,0.003,0.005216,116,45,0,71,61.207,70,1,71,0,71,0.000,0.012,1.255,0.551,0.001,0,0.703,2.173,2.173,0.04,38.7931,19.4828,7.75862,0,330.817,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5.out
barenco_tof_3.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,16,14,2,0.002,0.004395,116,65,0,51,43.966,50,1,33,18,51,35.294,0.013,1.481,0.542,0.001,0,0.938,1.13,1.13,0.039,56.0345,28.3879,8.76724,221.96,299.412,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
barenco_tof_3.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,16,14,3,0.003,0.004673,116,65,0,51,43.966,50,1,51,0,51,0.000,0.013,1.493,0.534,0.001,0,0.958,1.436,1.436,0.04,56.0345,28.3879,8.76724,0,299.412,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
barenco_tof_3.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,16,14,2,0.002,0.004293,116,76,0,40,34.483,39,1,26,14,40,35.000,0.012,1.683,0.547,0.001,0,1.135,0.865,0.865,0.039,65.5172,35.1034,9.26724,214.923,287.575,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
barenco_tof_3.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,16,14,3,0.003,0.004532,116,76,0,40,34.483,39,1,40,0,40,0.000,0.012,1.691,0.551,0.005,0,1.135,1.09,1.09,0.041,65.5172,35.1034,9.26724,0,287.575,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
barenco_tof_3.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,16,14,2,0.002,0.004314,116,91,0,25,21.552,24,1,18,7,25,28.000,0.013,1.98,0.55,0.007,0,1.423,0.628,0.628,0.038,78.4483,45.7241,9.91379,228.417,280,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
barenco_tof_3.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,16,14,2,0.002,0.004398,116,91,0,25,21.552,24,1,25,0,25,0.000,0.013,1.958,0.533,0.005,0,1.42,0.717,0.717,0.047,78.4483,45.7241,9.91379,0,280,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
barenco_tof_3.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,16,14,3,0.003,0.004476,116,92,0,24,20.690,23,1,17,7,24,29.167,0.011,2.157,0.537,0.005,0,1.615,0.587,0.587,0.039,79.3103,52.8103,10.0862,225.478,275.542,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
barenco_tof_3.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,16,14,3,0.003,0.004575,116,92,0,24,20.690,23,1,24,0,24,0.000,0.013,2.159,0.544,0.007,0,1.608,0.702,0.702,0.04,79.3103,52.8103,10.0862,0,275.542,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
barenco_tof_3.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,16,14,3,0.003,0.004681,116,103,0,13,11.207,12,1,10,3,13,23.077,0.013,2.642,0.58,0,0,2.062,0.352,0.352,0.039,88.7931,69.9914,10.4914,208.667,265,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
barenco_tof_3.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,16,14,3,0.003,0.004727,116,103,0,13,11.207,12,1,13,0,13,0.000,0.013,2.601,0.54,0.006,0,2.055,0.396,0.396,0.04,88.7931,69.9914,10.4914,0,265,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
barenco_tof_3.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,16,14,3,0.003,0.004993,116,111,0,5,4.310,4,1,5,0,5,0.000,0.011,3.059,0.544,0.004,0,2.511,0.202,0.202,0.049,95.6897,87.2586,10.7931,213,293.8,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
barenco_tof_3.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,16,14,3,0.003,0.005012,116,111,0,5,4.310,4,1,5,0,5,0.000,0.012,3.06,0.531,0.008,0,2.521,0.202,0.202,0.04,95.6897,87.2586,10.7931,0,293.8,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
barenco_tof_3.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,16,14,3,0.003,0.005321,116,113,0,3,2.586,2,1,3,0,3,0.000,0.011,3.506,0.558,0.007,0,2.941,0.145,0.145,0.038,97.4138,104.836,10.9224,193.5,284,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
barenco_tof_3.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,16,14,3,0.003,0.005358,116,113,0,3,2.586,2,1,3,0,3,0.000,0.012,3.519,0.542,0.023,0,2.954,0.133,0.133,0.04,97.4138,104.836,10.9224,0,284,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_3_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
barenco_tof_4.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,28,24,40,0.040,0.052525,356,,,356,100.000,354,2,263,93,356,26.124,0.019,,,,,,39.237,39.237,0.235,,,,1008.37,1561.85,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa.out
barenco_tof_4.tfc,reuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_3,28,24,46,0.046,0.058648,356,66,0,290,81.461,288,2,235,55,290,18.966,0.026,9.797,4.553,0.007,0,5.237,35.501,35.501,0.227,18.5393,49.1067,14.1376,1128.96,1620.13,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_3.out
barenco_tof_4.tfc,noreuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3,28,24,54,0.054,0.066079,356,66,0,290,81.461,288,2,290,0,290,0.000,0.024,9.925,4.585,0.011,0,5.329,42.67,42.67,0.232,18.5393,49.1067,14.1376,0,1620.13,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3.out
barenco_tof_4.tfc,reuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_5,28,24,37,0.037,0.049845,356,149,0,207,58.146,205,2,164,43,207,20.773,0.026,12.59,4.553,0.019,0,8.018,23.986,23.986,0.229,41.8539,78.5871,16.4326,1161.11,1471.75,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_5.out
barenco_tof_4.tfc,noreuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5,28,24,42,0.042,0.054466,356,149,0,207,58.146,205,2,207,0,207,0.000,0.024,12.727,4.657,0.026,0,8.044,28.375,28.375,0.233,41.8539,78.5871,16.4326,0,1471.75,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5.out
barenco_tof_4.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,28,24,31,0.031,0.043447,356,234,0,122,34.270,120,2,99,23,122,18.852,0.025,16.874,4.754,0.021,0,12.099,13.311,13.311,0.231,65.7303,125.565,18.4382,1202.09,1318.52,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
barenco_tof_4.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,28,24,33,0.033,0.045448,356,234,0,122,34.270,120,2,122,0,122,0.000,0.026,16.746,4.581,0.02,0,12.145,15.455,15.455,0.225,65.7303,125.565,18.4382,0,1318.52,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
barenco_tof_4.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,28,24,29,0.029,0.041877,356,266,0,90,25.281,88,2,74,16,90,17.778,0.026,19.4,4.58,0.07,0,14.75,9.316,9.316,0.235,74.7191,156.719,19.1826,1199.45,1232.6,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
barenco_tof_4.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,28,24,31,0.031,0.043497,356,266,0,90,25.281,88,2,90,0,90,0.000,0.024,19.413,4.607,0.035,0,14.771,10.979,10.979,0.241,74.7191,156.719,19.1826,0,1232.6,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
barenco_tof_4.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,28,24,31,0.031,0.042954,356,293,0,63,17.697,61,2,54,9,63,14.286,0.026,23.222,4.578,0.037,0,18.607,6.664,6.664,0.239,82.3034,203.64,19.9831,1195.5,1213.54,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
barenco_tof_4.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,28,24,32,0.032,0.04413,356,293,0,63,17.697,61,2,63,0,63,0.000,0.028,23.353,4.633,0.055,0,18.665,7.657,7.657,0.239,82.3034,203.64,19.9831,0,1213.54,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
barenco_tof_4.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,28,24,31,0.031,0.043515,356,312,0,44,12.360,42,2,40,4,44,9.091,0.026,25.85,4.672,0.028,0,21.15,4.575,4.575,0.23,87.6404,234.857,20.2865,1266.74,1062.07,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
barenco_tof_4.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,28,24,32,0.032,0.044035,356,312,0,44,12.360,42,2,44,0,44,0.000,0.026,26.01,4.715,0.041,0.003,21.251,4.998,4.998,0.235,87.6404,234.857,20.2865,0,1062.07,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
barenco_tof_4.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,28,24,35,0.035,0.047953,356,331,0,25,7.022,23,2,23,2,25,8.000,0.026,32.109,4.667,0.048,0,27.394,2.693,2.693,0.241,92.9775,312.848,20.8596,1297.83,968.72,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
barenco_tof_4.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,28,24,36,0.036,0.047986,356,331,0,25,7.022,23,2,25,0,25,0.000,0.025,32.162,4.682,0.054,0,27.426,2.828,2.828,0.246,92.9775,312.848,20.8596,0,968.72,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
barenco_tof_4.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,28,24,40,0.040,0.052699,356,343,0,13,3.652,11,2,12,1,13,7.692,0.024,38.463,4.612,0.072,0,33.779,1.271,1.271,0.235,96.3483,390.691,21.1713,921.917,727.385,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
barenco_tof_4.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,28,24,41,0.041,0.053345,356,343,0,13,3.652,11,2,13,0,13,0.000,0.025,38.985,4.762,0.073,0,34.15,1.35,1.35,0.231,96.3483,390.691,21.1713,0,727.385,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
barenco_tof_4.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,28,24,46,0.046,0.058565,356,349,0,7,1.966,5,2,7,0,7,0.000,0.025,44.717,4.664,0.106,0,39.947,0.944,0.944,0.236,98.0337,469.087,21.3146,864.833,882,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
barenco_tof_4.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,28,24,47,0.047,0.058992,356,349,0,7,1.966,5,2,7,0,7,0.000,0.027,45.058,4.984,0.082,0,39.992,0.952,0.952,0.232,98.0337,469.087,21.3146,0,882,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_4_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
barenco_tof_5.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,40,34,201,0.201,0.272746,715,,,715,100.000,712,3,564,151,715,21.119,0.046,,,,,,196.37,196.37,0.753,,,,2494.1,4065.42,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa.out
barenco_tof_5.tfc,reuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_3,40,34,224,0.224,0.296104,715,123,0,592,82.797,589,3,490,102,592,17.230,0.049,48.502,22.222,0.106,0,26.174,170.818,170.818,0.752,17.2028,123.074,22.2839,2672.7,4041.1,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_3.out
barenco_tof_5.tfc,noreuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3,40,34,263,0.263,0.334854,715,123,0,592,82.797,589,3,592,0,592,0.000,0.051,47.493,21.627,0.034,0,25.832,211.154,211.154,0.768,17.2028,123.074,22.2839,0,4041.1,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3.out
barenco_tof_5.tfc,reuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_5,40,34,168,0.168,0.239119,715,331,0,384,53.706,381,3,312,72,384,18.750,0.05,62.215,21.508,0.076,0.005,40.626,101.31,101.31,0.833,46.2937,203.917,25.607,2857.14,3613.07,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_5.out
barenco_tof_5.tfc,noreuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5,40,34,192,0.192,0.263287,715,331,0,384,53.706,381,3,384,0,384,0.000,0.051,62.211,21.548,0.07,0.002,40.591,125.384,125.384,0.783,46.2937,203.917,25.607,0,3613.07,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5.out
barenco_tof_5.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,40,34,133,0.133,0.204939,715,505,0,210,29.371,207,3,165,45,210,21.429,0.05,83.156,21.419,0.107,0,61.63,46.575,46.575,0.769,70.6294,325.708,28.0587,2827.64,2851.5,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
barenco_tof_5.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,40,34,145,0.145,0.216921,715,505,0,210,29.371,207,3,210,0,210,0.000,0.053,83.715,22.053,0.108,0,61.554,58.038,58.038,0.764,70.6294,325.708,28.0587,0,2851.5,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
barenco_tof_5.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,40,34,135,0.135,0.207052,715,549,0,166,23.217,163,3,128,38,166,22.892,0.051,96.721,21.423,0.166,0,75.132,35.219,35.219,0.758,76.7832,407.066,28.958,2803.7,2690.52,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
barenco_tof_5.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,40,34,144,0.144,0.216179,715,549,0,166,23.217,163,3,166,0,166,0.000,0.051,96.773,21.521,0.102,0.002,75.148,44.305,44.305,0.768,76.7832,407.066,28.958,0,2690.52,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
barenco_tof_5.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,40,34,143,0.143,0.214652,715,610,0,105,14.685,102,3,84,21,105,20.000,0.054,118.139,22.448,0.119,0,95.572,21.691,21.691,0.753,85.3147,529.032,29.8713,2726.23,2429.62,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
barenco_tof_5.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,40,34,147,0.147,0.218928,715,610,0,105,14.685,102,3,105,0,105,0.000,0.05,117.634,22.057,0.131,0,95.446,26.628,26.628,0.775,85.3147,529.032,29.8713,0,2429.62,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
barenco_tof_5.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,40,34,147,0.147,0.219106,715,642,0,73,10.210,70,3,58,15,73,20.548,0.049,130.467,21.481,0.149,0,108.837,14.147,14.147,0.739,89.7902,610.396,30.2979,2598,2175.27,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
barenco_tof_5.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,40,34,151,0.151,0.222833,715,642,0,73,10.210,70,3,73,0,73,0.000,0.05,130.685,21.482,0.198,0,109.005,17.519,17.519,0.767,89.7902,610.396,30.2979,0,2175.27,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
barenco_tof_5.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,40,34,174,0.174,0.245348,715,686,0,29,4.056,26,3,24,5,29,17.241,0.051,165.658,23.007,0.205,0.002,142.444,5.317,5.317,0.753,95.9441,813.544,30.9147,2070.11,1615.28,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
barenco_tof_5.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,40,34,179,0.179,0.250617,715,686,0,29,4.056,26,3,29,0,29,0.000,0.049,169.49,23.031,0.395,0,146.064,6.594,6.594,0.767,95.9441,813.544,30.9147,0,1615.28,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
barenco_tof_5.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,40,34,206,0.206,0.277735,715,698,0,17,2.378,14,3,14,3,17,17.647,0.05,200.049,22.74,0.302,0,177.007,3.411,3.411,0.775,97.6224,1016.65,31.2252,1584.75,1382.65,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
barenco_tof_5.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,40,34,204,0.204,0.275523,715,698,0,17,2.378,14,3,17,0,17,0.000,0.051,197.382,22.241,0.237,0,174.904,3.92,3.92,0.773,97.6224,1016.65,31.2252,0,1382.65,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/barenco_tof_5_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
