circuit,variant,p,algorithm,input_tcount,output_tcount,total_exec_ms,total_exec_s,overall_exec_s,pairs_tested,sketch_filtered,sketch_skip_reuse,full_after_sketch,full_after_sketch_rate_pct,filtered_miss,nullspace_runs,rebuild_count,local_add_count,basis_update_count,basis_reuse_rate_pct,aa_ms,sketch_ms,sketch_build_ms,sketch_basis_ms,sketch_mem_ms,sketch_other_ms,chi_update_ms,basis_work_ms,nullspace_ms,sketch_rej_rate_pct,avg_sketch_rows,avg_sketch_basis,avg_affected_rows,avg_active_rows,reuse_mem_reject,reuse_ns_runs,reuse_no_pair_y,reuse_no_reduce,reuse_reduced,reuse_mem_rej_rate_pct,reuse_no_red_rate_pct,fail_count,outfile
gf2^6_mult.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,150,122,4313,4.313,4.72663,7828,5456,0,2372,30.301,2362,10,1947,425,2372,17.917,0.268,2267.52,395.991,272.082,0.002,1599.45,1966.51,1966.51,6.757,69.6985,856.603,111.864,6196.91,7993.12,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
gf2^6_mult.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,150,122,4442,4.442,4.8437,7828,5456,0,2372,30.301,2362,10,2372,0,2372,0.000,0.159,2178.15,369.007,250.887,0,1558.25,2211.2,2211.2,4.056,69.6985,856.603,111.864,0,7993.12,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
gf2^6_mult.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,150,122,3460,3.460,3.85646,7828,6529,0,1299,16.594,1289,10,1026,273,1299,21.016,0.156,2542.63,369.93,258.005,0.002,1914.69,871.724,871.724,4.004,83.4057,1070.6,114.286,6017.27,6813.51,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
gf2^6_mult.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,150,122,6283,6.283,6.94984,7828,6529,0,1299,16.594,1289,10,1299,0,1299,0.000,0.273,4316.71,633.118,684.723,0.006,2998.86,1891.16,1891.16,6.866,83.4057,1070.6,114.286,0,6813.51,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
gf2^6_mult.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,150,122,3583,3.583,3.99536,7828,7172,0,656,8.380,646,10,487,169,656,25.762,0.273,3094.16,386.89,274.113,0.002,2433.16,421.097,421.097,6.622,91.6198,1391.41,116.072,5392.56,5534,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
gf2^6_mult.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,150,122,4072,4.072,4.48343,7828,7172,0,656,8.380,646,10,656,0,656,0.000,0.265,3255.94,403.148,323.804,0.002,2528.99,747.805,747.805,6.73,91.6198,1391.41,116.072,0,5534,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
gf2^6_mult.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,150,122,3691,3.691,4.09394,7828,7362,0,466,5.953,456,10,333,133,466,28.541,0.161,3398.99,368.49,278.21,0,2752.29,249.84,249.84,4.003,94.047,1605.5,116.812,5056.1,4921.94,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
gf2^6_mult.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,150,122,4060,4.060,4.472,7828,7362,0,466,5.953,456,10,466,0,466,0.000,0.269,3512.22,403.373,301.566,0.003,2807.28,481.522,481.522,6.817,94.047,1605.5,116.812,0,4921.94,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
gf2^6_mult.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,150,122,4394,4.394,4.79606,7828,7587,0,241,3.079,231,10,168,73,241,30.290,0.158,4239.48,370.74,283.056,0,3585.69,114.704,114.704,3.954,96.9213,2140.39,118.012,4385.95,3876.92,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
gf2^6_mult.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,150,122,4893,4.893,5.30471,7828,7587,0,241,3.079,231,10,241,0,241,0.000,0.269,4563.47,404.276,360.276,0,3798.91,264.832,264.832,6.867,96.9213,2140.39,118.012,0,3876.92,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
gf2^6_mult.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,150,122,5174,5.174,5.57488,7828,7709,0,119,1.520,109,10,94,25,119,21.008,0.162,5073.75,369.815,290.571,0.002,4413.36,60.767,60.767,3.995,98.4798,2675.47,118.737,4251.12,3340.24,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
gf2^6_mult.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,150,122,5192,5.192,5.59274,7828,7709,0,119,1.520,109,10,119,0,119,0.000,0.16,5072.81,370.283,290.998,0.001,4411.53,79.158,79.158,4.014,98.4798,2675.47,118.737,0,3340.24,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
gf2^6_mult.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,150,122,5994,5.994,6.39465,7828,7752,0,76,0.971,66,10,66,10,76,13.158,0.159,5912.44,371.594,299.675,0,5241.17,42.172,42.172,4.154,99.0291,3210.5,119.16,4121.49,3076.92,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
gf2^6_mult.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,150,122,6644,6.644,7.05245,7828,7752,0,76,0.971,66,10,76,0,76,0.000,0.267,6495.73,417.089,402.283,0.004,5676.35,85.374,85.374,6.721,99.0291,3210.5,119.16,0,3076.92,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^6_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
gf2^7_mult.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,217,164,34124,34.124,35.1736,19514,,,19514,100.000,19493,21,16298,3216,19514,16.480,0.822,,,,,,33668.3,33668.3,25.117,,,,8401.06,13764.2,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa.out
gf2^7_mult.tfc,reuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_3,217,164,33919,33.919,34.9788,19514,312,0,19202,98.401,19181,21,16259,2943,19202,15.327,0.77,4028.39,1383.92,517.762,0.008,2126.69,29475.4,29475.4,22.372,1.59885,416.969,97.8368,8523.2,13909.1,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_3.out
gf2^7_mult.tfc,noreuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3,217,164,45451,45.451,46.4605,19514,312,0,19202,98.401,19181,21,19202,0,19202,0.000,0.799,4308.23,1489.64,592.63,0.035,2225.92,40698.7,40698.7,23.944,1.59885,416.969,97.8368,0,13909.1,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3.out
gf2^7_mult.tfc,reuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_5,217,164,32925,32.925,33.9805,19514,2350,0,17164,87.957,17143,21,14477,2687,17164,15.655,0.817,6127.42,1414.58,1173.12,0.01,3539.72,26380.1,26380.1,23.93,12.0426,688.963,127.91,8470.49,13242.4,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_5.out
gf2^7_mult.tfc,noreuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5,217,164,38382,38.382,39.4329,19514,2350,0,17164,87.957,17143,21,17164,0,17164,0.000,0.751,5933.3,1372.6,1107.26,0.009,3453.43,32053.4,32053.4,22.366,12.0426,688.963,127.91,0,13242.4,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5.out
gf2^7_mult.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,217,164,20338,20.338,21.4226,19514,9958,0,9556,48.970,9535,21,7690,1866,9556,19.527,0.727,8142.15,1319.64,1441.85,0.004,5380.65,11880,11880,21.644,51.03,1101.81,147.283,7784.51,10728.2,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
gf2^7_mult.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,217,164,24677,24.677,25.7457,19514,9958,0,9556,48.970,9535,21,9556,0,9556,0.000,0.757,8263.46,1385.15,1472.64,0.008,5405.66,16087,16087,22.033,51.03,1101.81,147.283,0,10728.2,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
gf2^7_mult.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,217,164,16856,16.856,17.9201,19514,13227,0,6287,32.218,6266,21,4919,1368,6287,21.759,0.47,9463.05,1302.79,1533.11,0.007,6627.15,7187.41,7187.41,14.797,67.7821,1377.03,152.688,7470.79,9593.65,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
gf2^7_mult.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,217,164,19512,19.512,20.5966,19514,13227,0,6287,32.218,6266,21,6287,0,6287,0.000,0.617,9535.14,1355.49,1544.44,0.001,6635.21,9720.46,9720.46,18.363,67.7821,1377.03,152.688,0,9593.65,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
gf2^7_mult.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,217,164,15439,15.439,16.5328,19514,15987,0,3527,18.074,3506,21,2677,850,3527,24.100,0.665,11481.9,1343.4,1623.14,0.006,8515.32,3711.35,3711.35,19.725,81.9258,1789.64,156.846,7052.41,8291.55,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
gf2^7_mult.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,217,164,16847,16.847,17.9349,19514,15987,0,3527,18.074,3506,21,3527,0,3527,0.000,0.668,11453.1,1326.74,1626.77,0.002,8499.56,5147.78,5147.78,19.798,81.9258,1789.64,156.846,0,8291.55,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
gf2^7_mult.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,217,164,15374,15.374,16.4408,19514,17041,0,2473,12.673,2452,21,1870,603,2473,24.383,0.445,12699.8,1317.27,1653.47,0.004,9729.09,2502.4,2502.4,14.889,87.327,2065.11,158.421,6970.81,7684.87,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
gf2^7_mult.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,217,164,19406,19.406,20.4794,19514,17041,0,2473,12.673,2452,21,2473,0,2473,0.000,0.793,14159.8,1491.47,2118.81,0.003,10549.5,4970.84,4970.84,23.516,87.327,2065.11,158.421,0,7684.87,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
gf2^7_mult.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,217,164,17008,17.008,18.0777,19514,18459,0,1055,5.406,1034,21,822,233,1055,22.085,0.452,15802.3,1302.68,1717.58,0.005,12782,1044.54,1044.54,14.874,94.5936,2753.25,160.537,6996.29,6580.01,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
gf2^7_mult.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,217,164,17699,17.699,18.7894,19514,18459,0,1055,5.406,1034,21,1055,0,1055,0.000,0.755,15905.6,1335.65,1754.01,0.007,12815.9,1548.69,1548.69,21.279,94.5936,2753.25,160.537,0,6580.01,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
gf2^7_mult.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,217,164,19493,19.493,20.5478,19514,19033,0,481,2.465,460,21,377,104,481,21.622,0.456,18869.9,1317.06,1755.62,0.004,15797.2,468.867,468.867,14.847,97.5351,3441.29,161.502,6986.69,5765.01,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
gf2^7_mult.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,217,164,19999,19.999,21.085,19514,19033,0,481,2.465,460,21,481,0,481,0.000,0.771,19062.2,1344.45,1797.83,0.005,15919.9,695.605,695.605,22.2,97.5351,3441.29,161.502,0,5765.01,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
gf2^7_mult.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,217,164,22335,22.335,23.3958,19514,19252,0,262,1.343,241,21,210,52,262,19.847,0.455,21927.3,1331.97,1776.23,0.006,18819.1,255.264,255.264,15.149,98.6574,4129.76,162.027,6477.5,5115.6,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
gf2^7_mult.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,217,164,22559,22.559,23.6467,19514,19252,0,262,1.343,241,21,262,0,262,0.000,0.73,21964,1318.24,1794.09,0.007,18851.7,365.6,365.6,20.959,98.6574,4129.76,162.027,0,5115.6,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^7_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
gf2^8_mult.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,264,220,77916,77.916,80.4711,24908,,,24908,100.000,24892,16,22199,2709,24908,10.876,0.838,,,,,,77243.6,77243.6,30.497,,,,13475.4,22197.3,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa.out
gf2^8_mult.tfc,reuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_3,264,220,86184,86.184,88.7298,24908,246,0,24662,99.012,24646,16,22188,2474,24662,10.032,0.804,9206.8,2770.73,1954.08,0.005,4481.99,76329.3,76329.3,27.517,0.987634,670.034,142.843,13605.9,22362,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_3.out
gf2^8_mult.tfc,noreuse,3,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3,264,220,101035,101.035,103.549,24908,246,0,24662,99.012,24646,16,24662,0,24662,0.000,0.592,9188.43,2753.85,1965.67,0.013,4468.9,91289.2,91289.2,19.662,0.987634,670.034,142.843,0,22362,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_3.out
gf2^8_mult.tfc,reuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_5,264,220,84484,84.484,87.0315,24908,1912,0,22996,92.324,22980,16,20682,2314,22996,10.063,0.857,13933.5,2793.28,3577.52,0.016,7562.7,69901.3,69901.3,29.87,7.67625,1110.7,184.239,13561.7,21829.5,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_5.out
gf2^8_mult.tfc,noreuse,5,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5,264,220,99265,99.265,101.774,24908,1912,0,22996,92.324,22980,16,22996,0,22996,0.000,0.831,13948,2771.52,3604.88,0.012,7571.55,84679.9,84679.9,28.854,7.67625,1110.7,184.239,0,21829.5,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_5.out
gf2^8_mult.tfc,reuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_8,264,220,41839,41.839,44.4428,24908,16282,0,8626,34.631,8610,16,7421,1205,8626,13.969,0.781,19425.6,2745.88,4499.89,0.008,12179.8,21979.7,21979.7,26.648,65.3686,1776.45,207.341,12538.6,17093.5,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_8.out
gf2^8_mult.tfc,noreuse,8,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8,264,220,47038,47.038,49.6385,24908,16282,0,8626,34.631,8610,16,8626,0,8626,0.000,0.758,19429,2742.63,4498.94,0.011,12187.4,27185.1,27185.1,25.712,65.3686,1776.45,207.341,0,17093.5,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_8.out
gf2^8_mult.tfc,reuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_10,264,220,31997,31.997,34.6218,24908,20843,0,4065,16.320,4049,16,3288,777,4065,19.114,0.659,22659.9,2757.81,4650.59,0.009,15251.5,9017.1,9017.1,21.4,83.6799,2220.35,211.333,11343.9,14133.3,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_10.out
gf2^8_mult.tfc,noreuse,10,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10,264,220,34557,34.557,37.1775,24908,20843,0,4065,16.320,4049,16,4065,0,4065,0.000,0.566,22672.5,2756.25,4675.7,0.013,15240.5,11601.4,11601.4,18.976,83.6799,2220.35,211.333,0,14133.3,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_10.out
gf2^8_mult.tfc,reuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_13,264,220,30845,30.845,33.4748,24908,23186,0,1722,6.913,1706,16,1213,509,1722,29.559,0.672,27501.8,2823.07,4822.23,0.012,19856.5,3042.64,3042.64,22.74,93.0866,2885.97,213.733,9409.99,10699,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_13.out
gf2^8_mult.tfc,noreuse,13,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13,264,220,32033,32.033,34.6041,24908,23186,0,1722,6.913,1706,16,1722,0,1722,0.000,0.495,27433.5,2736.73,4856.94,0.005,19839.8,4377.97,4377.97,17.965,93.0866,2885.97,213.733,0,10699,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_13.out
gf2^8_mult.tfc,reuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_15,264,220,32910,32.910,35.5422,24908,23803,0,1105,4.436,1089,16,713,392,1105,35.475,0.872,30690.3,2762.45,4955.55,0.005,22972.3,1867.97,1867.97,29.333,95.5637,3330.18,214.583,8450.89,9077.83,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_15.out
gf2^8_mult.tfc,noreuse,15,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15,264,220,33418,33.418,35.987,24908,23803,0,1105,4.436,1089,16,1105,0,1105,0.000,0.492,30553,2742.17,4922.16,0.003,22888.7,2651.28,2651.28,17.809,95.5637,3330.18,214.583,0,9077.83,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_15.out
gf2^8_mult.tfc,reuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_20,264,220,39216,39.216,41.774,24908,24358,0,550,2.208,534,16,309,241,550,43.818,0.495,38330.6,2739.29,5084.23,0.01,30507,678.253,678.253,17.638,97.7919,4439.89,215.871,6432.97,6702.75,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_20.out
gf2^8_mult.tfc,noreuse,20,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20,264,220,40364,40.364,42.9821,24908,24358,0,550,2.208,534,16,550,0,550,0.000,0.783,38610.3,2758.16,5219.96,0.005,30632.2,1424.53,1424.53,25.837,97.7919,4439.89,215.871,0,6702.75,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_20.out
gf2^8_mult.tfc,reuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_25,264,220,46882,46.882,49.4989,24908,24556,0,352,1.413,336,16,189,163,352,46.307,0.773,46122,2736.79,5218.48,0.003,38166.8,444.991,444.991,25.009,98.5868,5549.58,216.642,5485.93,5506.81,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_25.out
gf2^8_mult.tfc,noreuse,25,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25,264,220,47263,47.263,49.8781,24908,24556,0,352,1.413,336,16,352,0,352,0.000,0.787,46109.7,2735.37,5209.85,0.008,38164.5,829.917,829.917,25.623,98.5868,5549.58,216.642,0,5506.81,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_25.out
gf2^8_mult.tfc,reuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_30,264,220,54195,54.195,56.7481,24908,24645,0,263,1.056,247,16,150,113,263,42.966,0.529,53691.8,2749.72,5258.38,0.018,45683.6,296.267,296.267,18.127,98.9441,6659.72,217.153,4877.47,4886.11,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_30.out
gf2^8_mult.tfc,noreuse,30,lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30,264,220,54615,54.615,57.221,24908,24645,0,263,1.056,247,16,263,0,263,0.000,0.744,53745.5,2743.11,5295.72,0.01,45706.6,570.197,570.197,23.977,98.9441,6659.72,217.153,0,4886.11,0,0,0,0,0,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/gf2^8_mult_lx2_dynamic_repair_chi_packed_aa_sketch_noreuse_30.out
grover_5.tfc,baseline,,lx2_dynamic_repair_chi_packed_aa,166,144,131009,131.009,362.493,14915,,,14915,100.000,14906,9,13646,1269,14915,8.508,0.717,,,,,,129436,129436,87.088,,,,57179.2,92841,,,,,,,,0,/home/ryo-mtmt/TOpt/forme/sketch_experiments/aa_sketch_detail_20260618_032309/logs/grover_5_lx2_dynamic_repair_chi_packed_aa.out
